index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
6701,COSTA RHU,1 Rhu Cross  #02-11 ,130,Strata,06-NOV-2017,Condominium,99 Yrs From 30/05/1994,1997,Resale,15,43,437431,Central Region,Kallang,2017-11,1.2961056173799999,103.867224564,2.0,11.0,1479618.6
6702,JULUCA,382D Pasir Panjang Road ,281,Strata,06-NOV-2017,Terrace House,Freehold,2010,Resale,5,11,117432,Central Region,Queenstown,2017-11,1.2914642055,103.77264583600001,,,2680645.0
6703,CAIRNHILL CREST,2 Cairnhill Circle  #14-02 ,161,Strata,06-NOV-2017,Condominium,Freehold,2004,Resale,9,22,229811,Central Region,Newton,2017-11,1.3055915605500001,103.8381224,14.0,2.0,2291881.8
6704,L'VIV,23 Newton Road  #16-05 ,93,Strata,06-NOV-2017,Apartment,Freehold,2013,Resale,11,30,307955,Central Region,Novena,2017-11,1.31537707093,103.84036202899999,16.0,5.0,1360964.0
6705,BALLOTA PARK CONDOMINIUM,150 Mariam Way  #03-10 ,132,Strata,06-NOV-2017,Condominium,Freehold,2000,Resale,17,50,507079,East Region,Pasir Ris,2017-11,1.35865531574,103.96876428899999,3.0,10.0,905296.94
6706,HILLTOPS,101 Cairnhill Circle  #11-12 ,229,Strata,06-NOV-2017,Condominium,Freehold,2011,Resale,9,22,229809,Central Region,Newton,2017-11,1.307399,103.838883,11.0,12.0,2972637.2
6707,OKIO,262 Balestier Road  #11-08 ,53,Strata,06-NOV-2017,Apartment,Freehold,2015,Resale,12,32,329714,Central Region,Novena,2017-11,1.32213331023,103.853216817,11.0,8.0,594151.0
6708,SKY HABITAT,7 Bishan Street 15  #12-05 ,131,Strata,06-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,12.0,5.0,1427326.1
6709,BLUE HORIZON,23 West Coast Crescent  #14-10 ,87,Strata,06-NOV-2017,Condominium,99 Yrs From 14/08/2000,2005,Resale,5,12,128046,West Region,Clementi,2017-11,1.29688276424,103.765099884,14.0,10.0,1024110.94
6710,BLUE HORIZON,29 West Coast Crescent  #19-29 ,90,Strata,06-NOV-2017,Condominium,99 Yrs From 14/08/2000,2005,Resale,5,12,128049,West Region,Clementi,2017-11,1.29762898223,103.765099046,19.0,29.0,1135183.9
6711,THE HACIENDA,3 Hacienda Grove  #04-06 ,112,Strata,06-NOV-2017,Condominium,Freehold,1986,Resale,15,45,457909,East Region,Bedok,2017-11,1.3143550408600002,103.92663683100001,4.0,6.0,1162412.1
6712,THE RIVERINE BY THE PARK,398 Kallang Road  #19-04 ,91,Strata,06-NOV-2017,Apartment,Freehold,2010,Resale,12,33,339098,Central Region,Kallang,2017-11,1.30962373374,103.86919446200001,19.0,4.0,1066763.8
6713,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #02-06 ,107,Strata,06-NOV-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98402,Central Region,Bukit Merah,2017-11,1.26816216653,103.814379905,2.0,6.0,1572715.5
6714,SKY HABITAT,7 Bishan Street 15  #03-08 ,167,Strata,06-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,3.0,8.0,1590406.9
6715,THE CREST,105 Prince Charles Crescent  #17-13 ,114,Strata,06-NOV-2017,Condominium,99 Yrs From 21/12/2012,2017,Resale,3,15,159019,Central Region,Bukit Merah,2017-11,1.2928192090200001,103.81929313799999,17.0,13.0,1441978.1
6716,TANGLIN VIEW,156 Prince Charles Crescent  #14-19 ,81,Strata,06-NOV-2017,Condominium,99 Yrs From 17/05/1997,2001,Resale,3,15,159015,Central Region,Bukit Merah,2017-11,1.2920660692000001,103.817291668,14.0,19.0,1141514.2
6717,SELETAR PARK RESIDENCE,17 Seletar Road  #02-10 ,49,Strata,06-NOV-2017,Condominium,99 Yrs From 15/03/2011,2015,Resale,28,80,807019,North East Region,Serangoon,2017-11,1.3864230859,103.86959147600001,2.0,10.0,949239.6
6718,L'VIV,23 Newton Road  #17-03 ,92,Strata,06-NOV-2017,Apartment,Freehold,2013,Resale,11,30,307955,Central Region,Novena,2017-11,1.31537707093,103.84036202899999,17.0,3.0,1366168.9
6719,ARDMORE THREE,3 Ardmore Park  #35-03 ,162,Strata,06-NOV-2017,Condominium,Freehold,2014,Resale,10,25,259950,Central Region,Newton,2017-11,1.3083790659399999,103.828547775,35.0,3.0,2368113.2
6720,SKY HABITAT,7 Bishan Street 15  #27-05 ,171,Strata,06-NOV-2017,Condominium,99 Yrs From 30/05/2011,2015,Resale,20,57,573908,Central Region,Bishan,2017-11,1.35258333248,103.851759157,27.0,5.0,1698003.5
6721,THE VISION,81 West Coast Crescent  #02-06 ,121,Strata,06-NOV-2017,Condominium,99 Yrs From 25/06/2008,2014,Resale,5,12,126794,West Region,Clementi,2017-11,1.29808306286,103.76431447,2.0,6.0,1359910.0
6722,THE BEVERLY,47 Toh Tuck Road  #02-21 ,173,Strata,06-NOV-2017,Apartment,Freehold,2012,Resale,21,59,596722,Central Region,Bukit Timah,2017-11,1.3388753308299999,103.767271563,2.0,21.0,1197044.9
6723,SKT MANSIONS,38 Lorong 25 Geylang  #07-01 ,94,Strata,06-NOV-2017,Apartment,Freehold,1993,Resale,14,38,388307,Central Region,Geylang,2017-11,1.3146968616299999,103.88262923100001,7.0,1.0,930977.7
6724,OLEANDER TOWERS,911 Lorong 1 Toa Payoh  #11-05 ,106,Strata,06-NOV-2017,Apartment,99 Yrs From 01/03/1995,1997,Resale,12,31,319771,Central Region,Toa Payoh,2017-11,1.33318447403,103.844341716,11.0,5.0,1347216.9
6725,RV RESIDENCES,465 River Valley Road  #07-15 ,113,Strata,06-NOV-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248350,Central Region,Tanglin,2017-11,1.2943467427,103.828443426,7.0,15.0,1494738.1
6726,CLEMENTI PARK,129 Sunset Way  #03-01 ,108,Strata,06-NOV-2017,Condominium,Freehold,1983,Resale,21,59,597157,West Region,Clementi,2017-11,1.3285363385100002,103.765098037,3.0,1.0,954050.1
6727,ONE AMBER,7 Amber Gardens  #06-19 ,154,Strata,06-NOV-2017,Condominium,Freehold,2010,Resale,15,43,439974,Central Region,Marine Parade,2017-11,1.3018752586,103.898962412,6.0,19.0,1551222.9
6728,SOMMERVILLE LOFT,7 Sommerville Walk  #03-04 ,102,Strata,06-NOV-2017,Apartment,Freehold,2003,Resale,13,35,358178,North East Region,Serangoon,2017-11,1.3436571561500001,103.869780849,3.0,4.0,1171831.5
6729,THE SPRINGSIDE,40 Springside Place ,157,Land,06-NOV-2017,Terrace House,Freehold,2006,Resale,26,78,786443,North Region,Yishun,2017-11,1.40535089445,103.821047495,,,952663.75
6730,ST NICHOLAS VIEW,71 St. Nicholas View ,150,Land,06-NOV-2017,Terrace House,99 Yrs From 07/11/1995,1999,Resale,20,56,568025,North East Region,Ang Mo Kio,2017-11,1.3735252387,103.832658901,,,1158575.0
6731,SEA ESTA,30 Pasir Ris Link  #08-28 ,104,Strata,06-NOV-2017,Condominium,99 Yrs From 09/01/2012,2015,Resale,18,51,518147,East Region,Pasir Ris,2017-11,1.37750076556,103.959420693,8.0,28.0,830469.75
6732,RIPPLE BAY,4 Pasir Ris Link  #05-16 ,100,Strata,06-NOV-2017,Condominium,99 Yrs From 10/08/2011,2015,Resale,18,51,518160,East Region,Pasir Ris,2017-11,1.3772902306099999,103.961449919,5.0,16.0,846930.44
6733,28 SHELFORD,28 Shelford Road  #B1-08 ,76,Strata,06-NOV-2017,Apartment,Freehold,1994,Resale,11,28,288422,Central Region,Bukit Timah,2017-11,1.32933492385,103.811881822,,,1203637.2
6734,WATERVIEW,87 Tampines Avenue 1  #11-31 ,86,Strata,06-NOV-2017,Condominium,99 Yrs From 16/06/2010,2014,Resale,18,52,528688,East Region,Tampines,2017-11,1.3487538424799999,103.926337529,11.0,31.0,737617.1
6735,REFLECTIONS AT KEPPEL BAY,3 Keppel Bay View  #04-10 ,151,Strata,06-NOV-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98403,Central Region,Bukit Merah,2017-11,1.26772954864,103.814112901,4.0,10.0,2512505.8
6736,THE COSMOPOLITAN,200 Kim Seng Road  #10-02 ,130,Strata,06-NOV-2017,Condominium,Freehold,2008,Resale,9,23,239471,Central Region,Singapore River,2017-11,1.29565132062,103.83223685,10.0,2.0,2183771.2
6737,THE COSMOPOLITAN,202 Kim Seng Road  #30-06 ,106,Strata,06-NOV-2017,Condominium,Freehold,2008,Resale,9,23,239496,Central Region,Singapore River,2017-11,1.29565132062,103.83223685,30.0,6.0,1817609.2
6738,VACANZA @ EAST,40 Lengkong Tujoh  #12-13 ,180,Strata,06-NOV-2017,Condominium,Freehold,2014,Resale,14,41,417393,East Region,Bedok,2017-11,1.32943151732,103.91480459899999,12.0,13.0,1404670.2
6739,6 DERBYSHIRE,6 Derbyshire Road  #20-06 ,44,Strata,06-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,20.0,6.0,1247156.8
6740,RIVER ISLES,58 Edgedale Plains  #02-15 ,114,Strata,06-NOV-2017,Condominium,99 Yrs From 06/02/2012,2015,Resale,19,82,828823,North East Region,Punggol,2017-11,1.39696121021,103.913701366,2.0,15.0,952089.5
6741,RIS GRANDEUR,21 Elias Road  #10-02 ,127,Strata,06-NOV-2017,Condominium,Freehold,2005,Resale,18,51,519929,East Region,Pasir Ris,2017-11,1.37363554261,103.940055968,10.0,2.0,873201.06
6742,CHATEAU LE FAME,51 Ewe Boon Road  #03-04 ,103,Strata,06-NOV-2017,Apartment,Freehold,2000,Resale,10,25,259345,Central Region,Tanglin,2017-11,1.3165286052299998,103.829340371,3.0,4.0,1384892.0
6743,THE FLORIDA,70 Hougang Avenue 7  #16-01 ,189,Strata,06-NOV-2017,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,19,53,538804,North East Region,Hougang,2017-11,1.37317073789,103.900504286,16.0,1.0,1301010.1
6744,HOLLAND RESIDENCES,5 Taman Warna  #04-12 ,90,Strata,06-NOV-2017,Condominium,Freehold,2012,Resale,10,27,276342,Central Region,Bukit Timah,2017-11,1.3107516127,103.79945922200001,4.0,12.0,1842138.8
6745,DOMAIN 21,21 Delta Road  #07-01 ,119,Strata,06-NOV-2017,Condominium,99 Yrs From 02/07/2004,2007,Resale,3,16,169813,Central Region,Bukit Merah,2017-11,1.2917417926399999,103.82515781299999,7.0,1.0,1612586.2
6746,HILLBROOKS,92 Hillview Avenue  #08-07 ,89,Strata,06-NOV-2017,Condominium,Freehold,1999,Resale,23,66,669592,West Region,Bukit Batok,2017-11,1.357932612,103.76229308399999,8.0,7.0,746366.75
6747,PARC OASIS,51 Jurong East Avenue 1  #02-06 ,140,Strata,06-NOV-2017,Condominium,99 Yrs From 01/12/1991,1994,Resale,22,60,609782,West Region,Jurong East,2017-11,1.3443513765000001,103.73266309899999,2.0,6.0,1084910.5
6748,KINGSVILLE,54 King'S Drive ,242,Land,06-NOV-2017,Semi-Detached House,102 Yrs From 01/08/1996,1999,Resale,10,26,266421,Central Region,Bukit Timah,2017-11,1.31954203248,103.806545128,,,2404732.2
6749,CITY SQUARE RESIDENCES,6 Kitchener Link  #28-11 ,139,Strata,06-NOV-2017,Condominium,Freehold,2009,Resale,8,20,207227,Central Region,Kallang,2017-11,1.31091205791,103.85778677399999,28.0,11.0,1361891.5
6750,D'LEEDON,13 Leedon Heights  #15-48 ,109,Strata,06-NOV-2017,Condominium,99 Yrs From 08/04/2010,2014,Resale,10,26,266224,Central Region,Bukit Timah,2017-11,1.31587501839,103.80366641799999,15.0,48.0,1491417.9
6751,OPERA ESTATE,77 Fidelio Street ,260,Land,06-NOV-2017,Terrace House,Freehold,Unknown,Resale,15,45,458459,East Region,Bedok,2017-11,1.31882534151,103.92382865799999,,,3107869.8
6752,26 NEWTON,26 Newton Road  #05-08 ,53,Strata,06-NOV-2017,Apartment,Freehold,2016,Resale,11,30,307957,Central Region,Novena,2017-11,1.3157056045,103.841661154,5.0,8.0,893984.94
6753,TEACHER'S HOUSING ESTATE,74 Tagore Avenue ,229,Land,06-NOV-2017,Terrace House,999 Yrs From 02/12/1885,Unknown,Resale,26,78,787677,North East Region,Ang Mo Kio,2017-11,1.3798220265999999,103.830318599,,,2393130.2
6754,TURQUOISE,55 Cove Drive  #05-10 ,224,Strata,06-NOV-2017,Condominium,99 Yrs From 12/03/2007,2010,Resale,4,9,98395,Central Region,Southern Islands,2017-11,1.24242040245,103.83676884399999,5.0,10.0,5485493.5
6755,6 DERBYSHIRE,6 Derbyshire Road  #25-05 ,49,Strata,06-NOV-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-11,1.31578788311,103.84604087,25.0,5.0,1317036.1
6756,CARISSA PARK CONDOMINIUM,2 Flora Drive  #06-30 ,123,Strata,06-NOV-2017,Condominium,Freehold,2001,Resale,17,50,507025,East Region,Pasir Ris,2017-11,1.3587841638100002,103.96363285,6.0,30.0,923118.25
6757,FULCRUM,33 Fort Road  #05-02 ,98,Strata,06-NOV-2017,Condominium,Freehold,2016,Resale,15,43,439092,Central Region,Kallang,2017-11,1.29882674838,103.88492454,5.0,2.0,892925.2
6758,SKT MANSIONS,38 Lorong 25 Geylang  #07-02 ,104,Strata,06-NOV-2017,Apartment,Freehold,1993,Resale,14,38,388307,Central Region,Geylang,2017-11,1.3146968616299999,103.88262923100001,7.0,2.0,1048380.44
6759,SPRINGWOOD,17 Springwood Crescent ,225,Land,06-NOV-2017,Terrace House,Freehold,1990,Resale,5,11,118045,Central Region,Queenstown,2017-11,1.27900189934,103.791433924,,,2343756.8
6760,OPERA ESTATE,9 Jalan Bintang Tiga ,162,Land,06-NOV-2017,Terrace House,Freehold,Unknown,Resale,15,45,457749,East Region,Bedok,2017-11,1.32180345362,103.925112104,,,1401758.4
6761,KENTISH LODGE,3 Oxford Road  #04-07 ,109,Strata,06-NOV-2017,Apartment,99 Yrs From 01/03/1995,1998,Resale,8,21,218814,Central Region,Kallang,2017-11,1.3156969311799998,103.852968748,4.0,7.0,1247874.2
6762,PAVILION PARK,259 Pavilion Circle ,342,Land,06-NOV-2017,Terrace House,Freehold,2014,Resale,23,65,658271,West Region,Bukit Batok,2017-11,1.3681143709499999,103.751430256,,,2063447.9
6763,CARIBBEAN AT KEPPEL BAY,44 Keppel Bay Drive  #03-115 ,124,Strata,06-NOV-2017,Condominium,99 Yrs From 16/08/1999,2004,Resale,4,9,98657,Central Region,Bukit Merah,2017-11,1.2670805568999999,103.814773001,3.0,115.0,4044876.8
6764,LUTHERAN TOWERS,21 Tan Kim Cheng Road  #11-21 ,178,Strata,06-NOV-2017,Apartment,103 Yrs From 01/05/1974,Unknown,Resale,10,26,266621,Central Region,Bukit Timah,2017-11,1.32180309195,103.812523381,11.0,21.0,1718617.5
6765,PEBBLE BAY,130 Tanjong Rhu Road  #06-09 ,244,Strata,06-NOV-2017,Condominium,99 Yrs From 09/03/1994,1997,Resale,15,43,436918,Central Region,Kallang,2017-11,1.29738611221,103.871905528,6.0,9.0,2936170.5
6766,PRIME RESIDENCE,41 Lorong 22 Geylang  #02-01 ,37,Strata,06-NOV-2017,Apartment,Freehold,2014,Resale,14,39,398697,Central Region,Geylang,2017-11,1.31114700851,103.882471188,2.0,1.0,568699.94
6767,RIVERVALE CREST,9 Rivervale Crescent  #04-24 ,112,Strata,06-NOV-2017,Apartment,99 Yrs From 06/12/1997,2002,Resale,19,54,545086,North East Region,Sengkang,2017-11,1.3917576199200001,103.90426374799999,4.0,24.0,1000079.44
6768,JERSEY LODGE,150 Lorong J Telok Kurau  #01-05 ,108,Strata,06-NOV-2017,Apartment,Freehold,2000,Resale,15,42,423491,East Region,Bedok,2017-11,1.31441956281,103.91495733100001,1.0,5.0,964275.75
6769,SHERWOOD CONDOMINIUM,169 Jalan Jurong Kechil  #04-12 ,112,Strata,06-NOV-2017,Condominium,Freehold,1998,Resale,21,59,598669,Central Region,Bukit Timah,2017-11,1.34488806813,103.76799882200001,4.0,12.0,1007512.75
6770,SPOTTISWOODE RESIDENCES,48 Spottiswoode Park Road  #18-10 ,86,Strata,06-NOV-2017,Condominium,Freehold,2013,Resale,2,8,88660,Central Region,Bukit Merah,2017-11,1.2752730379200001,103.83683652,18.0,10.0,1276172.4
6771,COTE D'AZUR,60 Marine Parade Road  #09-03 ,119,Strata,06-NOV-2017,Condominium,99 Yrs From 25/07/2001,2004,Resale,15,44,449297,Central Region,Marine Parade,2017-11,1.30114928126,103.903918281,9.0,3.0,1275471.8
6772,MOUNT SINAI,68 Mount Sinai Drive ,173,Land,06-NOV-2017,Terrace House,999 Yrs From 22/09/1885,Unknown,Resale,10,27,277119,Central Region,Bukit Timah,2017-11,1.31744963604,103.780852792,,,1788869.6
6773,EDELWEISS PARK CONDOMINIUM,102 Flora Road  #01-71 ,130,Strata,06-NOV-2017,Condominium,Freehold,2006,Resale,17,50,509744,East Region,Pasir Ris,2017-11,1.3565160549000002,103.96734639,1.0,71.0,875870.7
6774,THE ESTA,31 Amber Gardens  #12-02 ,137,Strata,06-NOV-2017,Condominium,Freehold,2008,Resale,15,43,439967,Central Region,Marine Parade,2017-11,1.30222380071,103.89998441799999,12.0,2.0,1336660.2
6775,HIGHGATE,66 Toh Tuck Road  #03-09 ,152,Strata,06-NOV-2017,Condominium,Freehold,1995,Resale,21,59,596730,Central Region,Bukit Timah,2017-11,1.34183859435,103.76629264200001,3.0,9.0,994164.75
6776,HERITAGE VIEW,6 Dover Rise  #04-02 ,111,Strata,06-NOV-2017,Condominium,99 Yrs From 12/08/1996,2000,Resale,5,13,138678,Central Region,Queenstown,2017-11,1.30371553199,103.783858579,4.0,2.0,1220743.1
6777,CITY SQUARE RESIDENCES,14 Kitchener Link  #09-30 ,78,Strata,06-NOV-2017,Condominium,Freehold,2008,Resale,8,20,207223,Central Region,Kallang,2017-11,1.31050796741,103.857089191,9.0,30.0,1024305.25
6778,THE BAYSHORE,34 Bayshore Road  #08-07 ,88,Strata,06-NOV-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469976,East Region,Bedok,2017-11,1.31256096653,103.93943627700001,8.0,7.0,1098270.9
6779,BOATHOUSE RESIDENCES,23 Upper Serangoon View  #03-01 ,58,Strata,03-NOV-2017,Condominium,99 Yrs From 09/02/2011,2015,Resale,19,53,534047,North East Region,Hougang,2017-11,1.37597301314,103.902467106,3.0,1.0,601298.0
6780,GRAMERCY PARK,57 Grange Road  #13-08 ,205,Strata,03-NOV-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-11,1.2983710257899999,103.82642846,13.0,8.0,2837052.2
6781,BARTLEY RESIDENCES,7 Lorong How Sun  #17-40 ,167,Strata,03-NOV-2017,Apartment,99 Yrs From 29/06/2011,2015,Resale,19,53,536564,North East Region,Serangoon,2017-11,1.3427800705200001,103.88085490200001,17.0,40.0,1505912.1
6782,TREE HOUSE,68 Chestnut Avenue  #17-16 ,116,Strata,03-NOV-2017,Condominium,99 Yrs From 23/11/2009,2013,Resale,23,67,679521,West Region,Bukit Panjang,2017-11,1.3705711383799999,103.77712323799999,17.0,16.0,914199.9
6783,MELVILLE PARK,26 Simei Street 1  #01-12 ,97,Strata,03-NOV-2017,Condominium,99 Yrs From 01/09/1992,1996,Resale,18,52,529947,East Region,Tampines,2017-11,1.34740117915,103.95842154799999,1.0,12.0,690229.44
6784,PINEVALE,2 Tampines Street 73  #13-01 ,119,Strata,03-NOV-2017,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,18,52,528823,East Region,Tampines,2017-11,1.35796409681,103.933042951,13.0,1.0,997207.75
6785,TANGLIN VIEW,152 Prince Charles Crescent  #06-08 ,106,Strata,03-NOV-2017,Condominium,99 Yrs From 17/05/1997,2001,Resale,3,15,159013,Central Region,Bukit Merah,2017-11,1.2919971873799998,103.81787678100001,6.0,8.0,1413064.4
6786,N.A.,29 East Coast Terrace ,207,Land,03-NOV-2017,Terrace House,Freehold,1966,Resale,15,45,458940,East Region,Bedok,2017-11,1.31117747703,103.922730465,,,2549512.2
6787,FAME COURT,48M Elite Park Avenue ,257,Land,03-NOV-2017,Terrace House,Freehold,1990,Resale,15,45,458872,East Region,Bedok,2017-11,1.31474858685,103.92534102100001,,,2522052.8
6788,YEW MEI GREEN,56 Choa Chu Kang North 6  #15-26 ,105,Strata,03-NOV-2017,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,23,68,689577,West Region,Choa Chu Kang,2017-11,1.39595102789,103.750822836,15.0,26.0,791393.56
6789,PARKVIEW APARTMENTS,3 Bukit Batok Street 25  #08-09 ,104,Strata,03-NOV-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658881,West Region,Bukit Batok,2017-11,1.3412722783,103.759821985,8.0,9.0,798428.75
6790,THE COUNTRYSIDE,12 Countryside Road ,208,Land,03-NOV-2017,Terrace House,Freehold,1996,Resale,26,78,789778,North East Region,Ang Mo Kio,2017-11,1.39041801061,103.83860912899999,,,1463981.8
6791,HILLSTA,68 Phoenix Road  #13-13 ,71,Strata,03-NOV-2017,Condominium,99 Yrs From 03/10/2011,2016,Resale,23,66,668202,West Region,Bukit Batok,2017-11,1.3769614842700002,103.75633890600001,13.0,13.0,589671.56
6792,LUMA,6 River Valley Grove  #05-03 ,109,Strata,03-NOV-2017,Apartment,Freehold,2011,Resale,9,23,238403,Central Region,River Valley,2017-11,1.29664247725,103.834610811,5.0,3.0,1790043.5
6793,LUMA,6 River Valley Grove  #11-01 ,69,Strata,03-NOV-2017,Apartment,Freehold,2011,Resale,9,23,238403,Central Region,River Valley,2017-11,1.29664247725,103.834610811,11.0,1.0,1416256.4
6794,N.A.,33 Ming Teck Park ,334,Land,03-NOV-2017,Semi-Detached House,999 Yrs From 01/09/1876,Unknown,Resale,10,27,277400,Central Region,Bukit Timah,2017-11,1.31874452161,103.78703345,,,2642996.0
6795,CLEMENTIWOODS CONDOMINIUM,88 West Coast Road  #05-36 ,297,Strata,03-NOV-2017,Condominium,99 Yrs From 07/02/2006,2010,Resale,5,12,126818,West Region,Clementi,2017-11,1.2964602892700001,103.768157246,5.0,36.0,2668386.0
6796,SEASONS PARK,499 Yio Chu Kang Road  #09-02 ,103,Strata,03-NOV-2017,Condominium,99 Yrs From 01/03/1995,1997,Resale,26,78,787082,North East Region,Ang Mo Kio,2017-11,1.38512785342,103.83926218299999,9.0,2.0,824008.5
6797,SIGNATURE PARK,50 Toh Tuck Road  #07-07 ,158,Strata,03-NOV-2017,Condominium,Freehold,1998,Resale,21,59,596741,Central Region,Bukit Timah,2017-11,1.34238808158,103.76836650700001,7.0,7.0,1058223.6
6798,HIGHGATE,62 Toh Tuck Road  #08-04 ,128,Strata,03-NOV-2017,Condominium,Freehold,1995,Resale,21,59,596724,Central Region,Bukit Timah,2017-11,1.34162154297,103.765397184,8.0,4.0,920439.0
6799,BARTLEY RIDGE,44 Mount Vernon Road  #16-43 ,77,Strata,03-NOV-2017,Condominium,99 Yrs From 16/04/2012,2016,Resale,13,36,368062,Central Region,Toa Payoh,2017-11,1.3413405975,103.88127840799999,16.0,43.0,780619.3
6800,26 NEWTON,26 Newton Road  #23-05 ,52,Strata,03-NOV-2017,Apartment,Freehold,2016,Resale,11,30,307957,Central Region,Novena,2017-11,1.3157056045,103.841661154,23.0,5.0,897481.3
6801,SEASTRAND,11 Pasir Ris Link  #08-28 ,82,Strata,03-NOV-2017,Condominium,99 Yrs From 03/01/2011,2014,Resale,18,51,518180,East Region,Pasir Ris,2017-11,1.37613271942,103.960867136,8.0,28.0,775499.3
6802,RV RESIDENCES,471 River Valley Road  #02-36 ,63,Strata,03-NOV-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248356,Central Region,Tanglin,2017-11,1.2943467427,103.828443426,2.0,36.0,943260.44
6803,PARC ROSEWOOD,97 Rosewood Drive  #04-135 ,56,Strata,03-NOV-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737796,North Region,Woodlands,2017-11,1.4272591259099998,103.785690456,4.0,135.0,584725.0
6804,THE LUXURIE,11 Compassvale Road  #01-03 ,103,Strata,03-NOV-2017,Condominium,99 Yrs From 15/06/2011,2015,Resale,19,54,544749,North East Region,Sengkang,2017-11,1.38843150193,103.896380101,1.0,3.0,888184.6
6805,CAMELOT BY-THE-WATER,110 Tanjong Rhu Road  #01-02 ,253,Strata,03-NOV-2017,Condominium,99 Yrs From 07/06/1996,2000,Resale,15,43,436928,Central Region,Kallang,2017-11,1.29740753419,103.875438145,1.0,2.0,2585086.5
6806,MON JERVOIS,41 Jervois Road  #05-07 ,137,Strata,03-NOV-2017,Condominium,99 Yrs From 07/05/2012,2016,Resale,10,24,249094,Central Region,Tanglin,2017-11,1.29365147068,103.821995999,5.0,7.0,1817312.0
